borrower_id,age,income,home_ownership,employment_length,loan_purpose,loan_amount,debt_to_income,credit_history_length,historical_default,default
7096,24,51480,MORTGAGE,7,MEDICAL,12000,0.23,2,N,0
7097,22,51480,MORTGAGE,4,MEDICAL,3000,0.06,2,N,0
7098,23,45480,MORTGAGE,7,DEBTCONSOLIDATION,4400,0.1,3,N,1
7099,25,51492,MORTGAGE,2,EDUCATION,13800,0.27,4,N,0
7100,22,60500,RENT,3,DEBTCONSOLIDATION,7000,0.12,2,N,0
7101,26,51500,OWN,10,HOMEIMPROVEMENT,15000,0.29,2,N,0
7102,24,51500,MORTGAGE,2,VENTURE,6300,0.12,3,N,0
7103,23,62000,RENT,5,PERSONAL,7000,0.11,4,N,0
7104,26,51500,MORTGAGE,7,VENTURE,11000,0.21,3,N,0
7105,26,51500,MORTGAGE,3,HOMEIMPROVEMENT,9600,0.19,4,Y,0
7106,24,51500,MORTGAGE,6,MEDICAL,4000,0.08,2,N,0
7107,22,51500,MORTGAGE,6,EDUCATION,7500,0.15,3,N,0
7108,25,62000,RENT,9,DEBTCONSOLIDATION,7000,0.11,4,N,0
7109,23,62100,RENT,3,MEDICAL,7000,0.11,2,N,0
7110,23,51600,MORTGAGE,4,EDUCATION,7200,0.14,3,N,0
7111,26,63000,RENT,4,VENTURE,7000,0.11,2,N,0
7112,22,64000,RENT,6,EDUCATION,7000,0.11,3,N,0
7113,22,51600,MORTGAGE,6,EDUCATION,4200,0.08,3,N,0
7114,23,51600,MORTGAGE,1,DEBTCONSOLIDATION,5000,0.1,3,N,0
7115,23,64600,RENT,7,MEDICAL,7000,0.11,3,N,0
7116,25,64800,RENT,1,PERSONAL,7000,0.11,2,N,0
7117,22,65000,RENT,4,EDUCATION,7000,0.11,4,Y,0
7118,22,51600,MORTGAGE,2,VENTURE,7000,0.14,2,Y,0
7119,22,65000,RENT,7,EDUCATION,7000,0.11,3,N,0
7120,25,51600,OWN,2,VENTURE,6000,0.12,4,N,0
7121,22,65000,RENT,0,DEBTCONSOLIDATION,7000,0.11,2,N,0
7122,26,51600,OWN,10,HOMEIMPROVEMENT,15000,0.29,3,N,0
7123,24,51600,OWN,8,VENTURE,20000,0.39,4,N,0
7124,26,65000,RENT,3,EDUCATION,7000,0.11,2,N,0
7125,23,65000,RENT,7,EDUCATION,7000,0.11,4,N,0
7126,25,51669,MORTGAGE,2,HOMEIMPROVEMENT,12000,0.23,4,N,0
7127,25,51684,MORTGAGE,9,PERSONAL,4000,0.08,4,N,0
7128,26,51700,OWN,2,HOMEIMPROVEMENT,13200,0.26,4,N,0
7129,22,51800,MORTGAGE,4,EDUCATION,7200,0.14,3,N,0
7130,21,51800,MORTGAGE,1,VENTURE,5000,0.1,3,N,0
7131,24,65000,RENT,0,DEBTCONSOLIDATION,7000,0.11,2,N,0
7132,23,51852,MORTGAGE,0,MEDICAL,10000,0.19,2,N,0
7133,23,65000,RENT,0,VENTURE,7000,0.11,2,N,0
7134,21,65000,RENT,0,VENTURE,7000,0.11,4,N,0
7135,22,51900,MORTGAGE,5,VENTURE,14100,0.27,2,N,0
7136,23,66000,RENT,2,EDUCATION,7000,0.11,3,N,0
7137,24,51992,MORTGAGE,9,PERSONAL,15000,0.29,3,N,0
7138,22,66000,RENT,0,EDUCATION,7000,0.11,4,N,0
7139,24,51996,MORTGAGE,3,PERSONAL,7000,0.13,3,N,0
7140,24,66000,RENT,2,VENTURE,7000,0.11,3,N,0
7141,24,60000,RENT,8,EDUCATION,7000,0.12,4,N,1
7142,21,51996,MORTGAGE,1,EDUCATION,18000,0.35,2,N,0
7143,26,51996,MORTGAGE,8,DEBTCONSOLIDATION,18000,0.35,3,N,0
7144,23,51996,MORTGAGE,3,PERSONAL,5000,0.1,3,N,0
7145,24,51996,MORTGAGE,0,PERSONAL,12000,0.23,3,N,0
7146,25,67000,RENT,3,EDUCATION,7000,0.1,4,N,0
7147,25,45996,MORTGAGE,9,HOMEIMPROVEMENT,11000,0.24,2,N,1
7148,26,67550,RENT,3,MEDICAL,7000,0.1,2,N,0
7149,23,67752,RENT,3,EDUCATION,7000,0.1,4,N,0
7150,22,51996,OWN,6,VENTURE,8400,0.16,4,Y,0
7151,23,68700,RENT,2,VENTURE,7000,0.1,4,N,0
7152,25,69500,RENT,7,MEDICAL,7000,0.1,3,Y,0
7153,22,54400,RENT,2,MEDICAL,7000,0.13,2,Y,1
7154,25,51996,MORTGAGE,6,VENTURE,7000,0.13,3,N,0
7155,25,70000,RENT,2,MEDICAL,7000,0.1,3,Y,0
7156,22,51996,MORTGAGE,6,PERSONAL,6000,0.12,4,N,0
7157,25,70356,RENT,8,HOMEIMPROVEMENT,7000,0.1,4,N,0
7158,22,51996,OWN,7,VENTURE,6000,0.12,2,N,0
7159,22,51996,MORTGAGE,6,EDUCATION,9600,0.18,4,N,0
7160,23,72000,RENT,0,MEDICAL,7000,0.1,2,N,0
7161,23,72000,RENT,7,EDUCATION,7000,0.1,4,Y,0
7162,26,72000,RENT,8,PERSONAL,7000,0.1,2,N,0
7163,23,66348,RENT,0,VENTURE,7000,0.11,4,N,1
7164,21,45996,MORTGAGE,2,EDUCATION,17000,0.37,4,Y,1
7165,25,72700,RENT,4,HOMEIMPROVEMENT,7000,0.1,2,Y,0
7166,26,51996,MORTGAGE,10,PERSONAL,1500,0.03,3,N,0
7167,23,75000,RENT,2,PERSONAL,7000,0.09,3,N,0
7168,26,75000,RENT,0,DEBTCONSOLIDATION,7000,0.09,4,N,0
7169,25,75000,RENT,4,MEDICAL,7000,0.09,2,N,0
7170,24,75000,RENT,2,HOMEIMPROVEMENT,7000,0.09,3,N,0
7171,23,46000,MORTGAGE,5,PERSONAL,9500,0.21,4,N,1
7172,22,75000,RENT,5,EDUCATION,7000,0.09,2,N,0
7173,22,52000,MORTGAGE,6,VENTURE,12000,0.23,3,N,0
7174,23,75800,RENT,0,PERSONAL,7000,0.09,2,N,0
7175,22,76000,RENT,6,EDUCATION,7000,0.09,2,N,0
7176,22,52000,MORTGAGE,5,EDUCATION,6000,0.12,4,N,0
7177,24,78300,RENT,2,VENTURE,7000,0.09,3,N,0
7178,24,52000,MORTGAGE,2,EDUCATION,18000,0.35,3,N,0
7179,24,79000,RENT,3,PERSONAL,7000,0.09,3,N,0
7180,22,80000,RENT,4,DEBTCONSOLIDATION,7000,0.09,3,N,0
7181,23,74000,RENT,7,HOMEIMPROVEMENT,7000,0.09,3,N,1
7182,22,80000,RENT,4,PERSONAL,7000,0.09,2,N,0
7183,23,80000,RENT,1,VENTURE,7000,0.09,2,N,0
7184,26,80400,RENT,6,VENTURE,7000,0.09,2,N,0
7185,23,52000,MORTGAGE,5,EDUCATION,12800,0.25,2,N,0
7186,23,52000,OWN,7,EDUCATION,6000,0.12,3,N,0
7187,24,82000,RENT,8,EDUCATION,7000,0.09,4,N,0
7188,25,52000,MORTGAGE,8,HOMEIMPROVEMENT,14500,0.28,4,N,0
7189,23,76000,RENT,0,PERSONAL,7000,0.09,4,N,1
7190,23,52000,MORTGAGE,7,EDUCATION,22000,0.42,2,N,0
7191,26,83000,RENT,6,MEDICAL,7000,0.08,3,Y,0
7192,23,52000,MORTGAGE,7,EDUCATION,8400,0.16,2,N,0
7193,21,52000,OWN,1,EDUCATION,13200,0.25,2,N,0
7194,26,52000,MORTGAGE,2,EDUCATION,6000,0.12,4,N,0
7195,26,52000,OWN,10,PERSONAL,10000,0.19,3,N,0
7196,24,52000,MORTGAGE,9,VENTURE,11300,0.22,3,N,0
7197,23,83236,RENT,6,EDUCATION,7000,0.08,2,N,0
7198,21,52000,MORTGAGE,5,DEBTCONSOLIDATION,5000,0.1,3,N,0
7199,25,66300,RENT,3,MEDICAL,7000,0.11,3,N,1
7200,21,52000,MORTGAGE,4,PERSONAL,2000,0.04,4,N,0
7201,25,52000,MORTGAGE,8,EDUCATION,3900,0.08,4,N,0
7202,21,52000,MORTGAGE,5,DEBTCONSOLIDATION,13250,0.25,2,N,0
7203,26,52000,MORTGAGE,6,PERSONAL,3300,0.06,2,N,0
7204,26,85000,RENT,10,EDUCATION,7000,0.08,4,N,0
7205,24,27311,RENT,1,MEDICAL,6250,0.23,4,Y,0
7206,25,52000,MORTGAGE,3,PERSONAL,6000,0.12,3,N,0
7207,22,28500,RENT,2,HOMEIMPROVEMENT,6250,0.22,4,N,1
7208,24,29000,RENT,0,DEBTCONSOLIDATION,6250,0.22,2,N,0
7209,22,29100,RENT,2,PERSONAL,6250,0.21,3,Y,1
7210,25,29120,RENT,1,VENTURE,6250,0.21,3,Y,0
7211,26,46000,MORTGAGE,8,HOMEIMPROVEMENT,7000,0.15,3,N,1
7212,24,46000,MORTGAGE,0,MEDICAL,10000,0.22,3,N,1
7213,25,46000,MORTGAGE,5,MEDICAL,6000,0.13,3,N,1
7214,23,38400,RENT,3,DEBTCONSOLIDATION,6250,0.16,4,N,0
7215,26,52000,OWN,10,VENTURE,8000,0.15,3,N,0
7216,23,54000,RENT,3,DEBTCONSOLIDATION,6250,0.12,3,N,0
7217,24,12624,RENT,0,VENTURE,6300,0.5,3,N,1
7218,21,30000,RENT,2,DEBTCONSOLIDATION,6300,0.21,3,N,0
7219,24,90000,RENT,0,MEDICAL,7000,0.08,4,N,0
7220,22,90000,RENT,2,PERSONAL,7000,0.08,3,N,0
7221,24,46000,MORTGAGE,8,PERSONAL,29100,0.63,2,Y,1
7222,22,52000,MORTGAGE,0,EDUCATION,20000,0.38,3,Y,0
7223,22,52000,MORTGAGE,6,VENTURE,2650,0.05,3,Y,0
7224,25,90000,RENT,3,PERSONAL,7000,0.08,2,N,0
7225,25,95000,RENT,1,DEBTCONSOLIDATION,7000,0.07,2,N,0
7226,22,70550,RENT,0,MEDICAL,7000,0.1,3,N,1
7227,24,96000,RENT,6,DEBTCONSOLIDATION,7000,0.07,2,N,0
7228,26,97000,RENT,2,DEBTCONSOLIDATION,7000,0.07,4,N,0
7229,26,99100,RENT,2,PERSONAL,7000,0.07,3,N,0
7230,26,100840,RENT,10,DEBTCONSOLIDATION,7000,0.07,3,N,0
7231,24,52000,MORTGAGE,6,VENTURE,9000,0.17,2,N,0
7232,22,105000,RENT,6,MEDICAL,7000,0.07,3,N,0
7233,24,110000,RENT,1,MEDICAL,7000,0.06,2,N,0
7234,24,52000,MORTGAGE,8,EDUCATION,3000,0.06,4,N,0
7235,24,52000,MORTGAGE,8,HOMEIMPROVEMENT,15000,0.29,2,N,0
7236,23,111000,RENT,7,EDUCATION,7000,0.06,3,N,0
7237,24,52000,MORTGAGE,8,MEDICAL,14500,0.28,4,N,0
7238,22,115200,RENT,0,DEBTCONSOLIDATION,7000,0.06,2,N,0
7239,25,52000,MORTGAGE,9,DEBTCONSOLIDATION,8500,0.16,3,N,0
7240,22,52000,MORTGAGE,6,EDUCATION,9750,0.19,3,N,0
7241,26,52000,OWN,10,EDUCATION,5000,0.1,4,Y,0
7242,24,118000,RENT,5,HOMEIMPROVEMENT,7000,0.06,2,N,0
7243,26,52000,MORTGAGE,7,VENTURE,6500,0.12,2,N,0
7244,23,120000,RENT,1,PERSONAL,7000,0.06,2,N,0
7245,25,52000,MORTGAGE,7,MEDICAL,6000,0.12,2,N,0
7246,25,52000,MORTGAGE,9,HOMEIMPROVEMENT,24500,0.47,3,N,0
7247,26,150000,RENT,3,MEDICAL,7000,0.05,4,N,0
7248,22,28000,RENT,0,EDUCATION,6975,0.25,4,N,0
7249,26,52000,MORTGAGE,10,HOMEIMPROVEMENT,10750,0.21,2,N,0
7250,24,25000,RENT,0,MEDICAL,6950,0.28,3,Y,1
7251,23,30000,RENT,0,EDUCATION,6300,0.21,4,N,0
7252,24,52000,OWN,4,DEBTCONSOLIDATION,7000,0.13,4,Y,0
7253,22,30000,RENT,0,VENTURE,6300,0.21,3,Y,0
7254,26,37000,RENT,10,PERSONAL,6300,0.17,3,N,0
7255,21,42504,RENT,0,EDUCATION,6300,0.15,3,N,0
7256,24,46000,MORTGAGE,6,DEBTCONSOLIDATION,12000,0.26,3,Y,1
7257,22,50724,RENT,7,EDUCATION,6300,0.12,4,Y,0
7258,24,52000,MORTGAGE,0,EDUCATION,1200,0.02,2,Y,0
7259,24,46000,MORTGAGE,9,EDUCATION,12000,0.26,4,N,1
7260,25,52000,MORTGAGE,5,HOMEIMPROVEMENT,12000,0.23,3,N,0
7261,22,52000,MORTGAGE,5,VENTURE,3000,0.06,2,N,0
7262,25,54503,RENT,9,EDUCATION,6300,0.12,2,N,0
7263,24,58650,RENT,6,MEDICAL,6300,0.11,2,Y,1
7264,25,84000,RENT,5,VENTURE,6300,0.08,3,N,0
7265,25,25000,RENT,3,MEDICAL,6325,0.25,4,N,0
7266,26,55000,RENT,5,PERSONAL,6325,0.12,4,N,0
7267,22,60200,RENT,2,DEBTCONSOLIDATION,6325,0.11,3,N,0
7268,23,74415,RENT,1,PERSONAL,6350,0.09,3,Y,1
7269,26,32000,RENT,7,DEBTCONSOLIDATION,6375,0.2,2,N,0
7270,25,44000,RENT,4,EDUCATION,6375,0.14,2,N,0
7271,23,52000,OWN,2,EDUCATION,6000,0.12,4,N,0
7272,24,52000,MORTGAGE,2,MEDICAL,4800,0.09,2,N,0
7273,25,18000,RENT,2,MEDICAL,6500,0.36,3,N,1
7274,22,20000,RENT,1,DEBTCONSOLIDATION,6500,0.32,2,N,1
7275,24,52000,MORTGAGE,8,EDUCATION,12000,0.23,4,Y,0
7276,21,21000,RENT,6,EDUCATION,6500,0.31,4,N,1
7277,22,52000,MORTGAGE,2,MEDICAL,18000,0.35,4,N,0
7278,24,21600,RENT,0,VENTURE,6500,0.3,4,Y,1
7279,24,52000,MORTGAGE,7,MEDICAL,5000,0.1,2,N,0
7280,26,52000,MORTGAGE,2,HOMEIMPROVEMENT,10000,0.19,4,N,0
7281,26,52000,MORTGAGE,6,PERSONAL,6500,0.12,4,N,0
7282,24,52000,OWN,8,EDUCATION,4000,0.08,4,N,0
7283,26,52000,MORTGAGE,3,HOMEIMPROVEMENT,2500,0.05,4,N,0
7284,24,24000,RENT,0,EDUCATION,6500,0.27,2,N,0
7285,22,52000,MORTGAGE,5,VENTURE,3900,0.08,3,N,0
7286,24,52000,MORTGAGE,7,VENTURE,7800,0.15,3,N,0
7287,24,52000,MORTGAGE,8,PERSONAL,5000,0.1,3,N,0
7288,21,24000,RENT,1,VENTURE,6500,0.27,2,N,0
7289,26,25000,RENT,4,MEDICAL,6500,0.26,2,Y,1
7290,24,52000,MORTGAGE,3,VENTURE,3500,0.07,3,N,0
7291,22,52000,MORTGAGE,0,EDUCATION,10000,0.19,3,N,0
7292,26,25596,RENT,0,MEDICAL,6500,0.25,4,N,0
7293,24,52000,MORTGAGE,8,VENTURE,8400,0.16,4,N,0
7294,25,46000,OWN,0,DEBTCONSOLIDATION,19750,0.43,4,Y,1
7295,22,46000,MORTGAGE,0,MEDICAL,8000,0.17,3,N,1
7296,23,52000,OWN,1,PERSONAL,10000,0.19,2,N,0
7297,24,52000,OWN,8,PERSONAL,5000,0.1,2,N,0
7298,26,28000,RENT,7,MEDICAL,6500,0.23,3,N,0
7299,24,30000,RENT,0,VENTURE,6500,0.22,3,N,0
7300,22,30000,RENT,4,EDUCATION,6500,0.22,3,Y,0
7301,22,52000,MORTGAGE,0,DEBTCONSOLIDATION,3000,0.06,2,N,0
7302,22,31000,RENT,2,EDUCATION,6500,0.21,3,N,0
7303,26,32000,RENT,2,MEDICAL,6500,0.2,2,Y,0
7304,23,32000,RENT,0,EDUCATION,6500,0.2,4,N,0
7305,22,32200,RENT,5,PERSONAL,6500,0.2,2,N,0
7306,22,33000,RENT,4,MEDICAL,6500,0.2,4,N,0
7307,23,33000,RENT,0,EDUCATION,6500,0.2,2,N,0
7308,24,46000,MORTGAGE,2,PERSONAL,15250,0.33,2,N,1
7309,25,35000,RENT,0,MEDICAL,6500,0.19,2,Y,0
7310,22,52000,MORTGAGE,6,PERSONAL,4800,0.09,2,N,0
7311,21,52000,MORTGAGE,1,EDUCATION,16000,0.31,4,N,0
7312,22,36000,RENT,0,PERSONAL,6500,0.18,3,N,0
7313,26,46000,MORTGAGE,3,EDUCATION,5000,0.11,3,N,1
7314,24,38000,RENT,8,PERSONAL,6500,0.17,3,Y,0
7315,26,52000,MORTGAGE,0,EDUCATION,3600,0.07,2,N,0
7316,25,52000,MORTGAGE,3,MEDICAL,6000,0.12,2,N,0
7317,26,52000,MORTGAGE,10,PERSONAL,3000,0.06,3,N,0
7318,21,52000,MORTGAGE,5,EDUCATION,7000,0.13,3,N,0
7319,23,52000,OWN,3,MEDICAL,9250,0.18,3,N,0
7320,22,34000,RENT,1,PERSONAL,6500,0.19,3,Y,1
7321,26,52000,MORTGAGE,7,DEBTCONSOLIDATION,3600,0.07,3,N,0
7322,25,40000,RENT,1,DEBTCONSOLIDATION,6500,0.16,4,N,0
7323,26,40100,RENT,3,VENTURE,6500,0.16,4,N,0
7324,21,40116,RENT,2,VENTURE,6500,0.16,3,N,0
7325,24,52000,MORTGAGE,8,PERSONAL,5000,0.1,2,N,0
7326,22,52000,MORTGAGE,0,EDUCATION,6400,0.12,4,Y,0
7327,22,35325,RENT,2,HOMEIMPROVEMENT,6500,0.18,2,N,1
7328,20,42000,RENT,4,VENTURE,6500,0.15,2,N,0
7329,25,42000,RENT,2,MEDICAL,6500,0.15,3,Y,0
7330,23,36000,RENT,4,DEBTCONSOLIDATION,6500,0.18,2,Y,1
7331,22,42000,RENT,2,EDUCATION,6500,0.15,2,N,0
7332,23,42000,RENT,2,PERSONAL,6500,0.15,3,N,0
7333,25,52160,MORTGAGE,5,HOMEIMPROVEMENT,1750,0.03,2,N,0
7334,23,52176,MORTGAGE,3,EDUCATION,7500,0.14,3,N,0
7335,21,43000,RENT,5,EDUCATION,6500,0.15,3,N,0
7336,23,52250,MORTGAGE,2,VENTURE,4750,0.09,4,Y,0
7337,23,44724,RENT,7,VENTURE,6500,0.15,3,N,0
7338,21,45000,RENT,3,VENTURE,6500,0.14,2,N,0
7339,26,45600,RENT,2,MEDICAL,6500,0.14,4,N,0
7340,22,46320,MORTGAGE,6,DEBTCONSOLIDATION,15000,0.32,4,Y,1
7341,23,52360,MORTGAGE,0,VENTURE,15000,0.29,2,Y,0
7342,22,46500,MORTGAGE,0,DEBTCONSOLIDATION,9500,0.2,4,N,1
7343,22,52500,MORTGAGE,3,DEBTCONSOLIDATION,4000,0.08,4,N,0
7344,22,45012,RENT,6,MEDICAL,6500,0.14,2,N,1
7345,22,52500,MORTGAGE,6,DEBTCONSOLIDATION,8000,0.15,3,N,0
7346,23,46500,MORTGAGE,1,MEDICAL,5000,0.11,3,N,1
7347,22,53000,RENT,2,EDUCATION,6500,0.12,4,N,0
7348,21,55404,RENT,5,DEBTCONSOLIDATION,6500,0.12,4,N,0
7349,22,59000,RENT,2,EDUCATION,6500,0.11,3,N,0
7350,26,52500,MORTGAGE,0,PERSONAL,15250,0.29,2,N,0
7351,25,52500,MORTGAGE,9,HOMEIMPROVEMENT,7000,0.13,4,N,0
7352,22,60000,RENT,3,PERSONAL,6500,0.11,2,N,0
7353,25,52500,MORTGAGE,4,DEBTCONSOLIDATION,9000,0.17,4,N,0
7354,21,62467,RENT,0,MEDICAL,6500,0.1,4,N,0
7355,22,63211,RENT,7,DEBTCONSOLIDATION,6500,0.1,2,N,0
7356,25,66000,RENT,7,DEBTCONSOLIDATION,6500,0.1,3,N,0
7357,22,52584,MORTGAGE,2,PERSONAL,6400,0.12,4,N,0
7358,25,46645,MORTGAGE,9,PERSONAL,2000,0.04,3,N,1
7359,23,70000,RENT,6,VENTURE,6500,0.09,3,N,0
7360,25,72600,RENT,5,HOMEIMPROVEMENT,6500,0.09,2,N,0
7361,24,73000,RENT,2,DEBTCONSOLIDATION,6500,0.09,4,N,0
7362,26,52700,MORTGAGE,7,PERSONAL,4000,0.08,3,N,0
7363,22,52700,MORTGAGE,2,EDUCATION,5000,0.09,4,N,0
7364,25,52704,MORTGAGE,6,DEBTCONSOLIDATION,11000,0.21,3,N,0
7365,24,52739,MORTGAGE,8,HOMEIMPROVEMENT,8000,0.15,2,N,0
7366,23,52780,MORTGAGE,2,PERSONAL,8000,0.15,2,N,0
7367,25,75000,RENT,2,EDUCATION,6500,0.09,2,Y,0
7368,23,52800,MORTGAGE,7,EDUCATION,2625,0.05,3,N,0
7369,23,80000,RENT,6,VENTURE,6500,0.08,3,N,0
7370,23,84000,RENT,4,VENTURE,6500,0.08,3,N,0
7371,25,84000,RENT,4,EDUCATION,6500,0.08,4,N,0
7372,24,52800,MORTGAGE,8,DEBTCONSOLIDATION,3600,0.07,3,N,0
7373,25,85296,RENT,7,DEBTCONSOLIDATION,6500,0.08,4,Y,0
7374,25,46800,MORTGAGE,0,MEDICAL,6000,0.13,4,N,1
7375,22,52800,MORTGAGE,5,VENTURE,4000,0.08,2,N,0
7376,22,52800,OWN,5,EDUCATION,4800,0.09,3,Y,0
7377,24,91700,RENT,1,EDUCATION,6500,0.07,3,N,0
7378,23,92000,RENT,0,PERSONAL,6500,0.07,2,N,0
7379,22,52800,OWN,0,MEDICAL,7000,0.13,4,N,0
7380,24,95000,RENT,8,PERSONAL,6500,0.07,2,N,0
7381,26,52800,MORTGAGE,10,MEDICAL,1925,0.04,4,N,0
7382,22,52800,MORTGAGE,6,PERSONAL,7000,0.13,2,N,0
7383,24,52800,MORTGAGE,8,EDUCATION,4000,0.08,4,N,0
7384,22,52800,MORTGAGE,6,PERSONAL,6000,0.11,3,Y,0
7385,22,47000,RENT,0,VENTURE,6550,0.14,2,N,0
7386,23,45000,RENT,2,MEDICAL,6575,0.15,4,N,0
7387,24,86000,RENT,8,EDUCATION,6575,0.08,3,N,0
7388,24,21600,RENT,0,EDUCATION,6600,0.31,4,Y,1
7389,26,46800,MORTGAGE,0,MEDICAL,5000,0.11,4,N,1
7390,23,21888,RENT,8,EDUCATION,6600,0.3,2,N,0
7391,26,29000,RENT,11,EDUCATION,6600,0.23,3,N,0
7392,24,30000,RENT,2,HOMEIMPROVEMENT,6600,0.22,2,N,1
7393,22,30004,RENT,6,MEDICAL,6600,0.22,2,N,0
7394,23,34800,RENT,6,EDUCATION,6600,0.19,3,N,0
7395,26,35000,RENT,0,MEDICAL,6600,0.19,4,N,0
7396,25,36000,RENT,1,MEDICAL,6600,0.18,4,N,0
7397,25,53000,OWN,4,HOMEIMPROVEMENT,7200,0.14,3,N,0
7398,22,39000,RENT,3,MEDICAL,6600,0.17,2,N,0
7399,25,53000,MORTGAGE,4,HOMEIMPROVEMENT,6000,0.11,3,N,0
7400,26,41000,RENT,3,DEBTCONSOLIDATION,6600,0.16,4,Y,0
7401,26,41000,RENT,1,DEBTCONSOLIDATION,6600,0.16,2,N,0
7402,25,42000,RENT,2,MEDICAL,6600,0.16,4,N,0
7403,22,41838,RENT,0,MEDICAL,6600,0.16,3,N,1
7404,23,48000,RENT,3,EDUCATION,6600,0.14,2,N,0
7405,26,53000,OWN,2,HOMEIMPROVEMENT,2500,0.05,2,N,0
7406,23,52000,RENT,8,DEBTCONSOLIDATION,6600,0.13,3,N,0
7407,24,53000,MORTGAGE,8,HOMEIMPROVEMENT,8000,0.15,2,N,0
7408,25,47000,MORTGAGE,9,EDUCATION,12000,0.26,2,N,1
7409,22,53000,MORTGAGE,6,DEBTCONSOLIDATION,1000,0.02,4,Y,0
7410,24,52000,RENT,3,HOMEIMPROVEMENT,6600,0.13,3,N,0
7411,21,53000,OWN,5,MEDICAL,3000,0.06,4,N,0
7412,26,53000,MORTGAGE,10,MEDICAL,11500,0.22,4,N,0
7413,26,54000,RENT,2,PERSONAL,6600,0.12,4,Y,0
7414,22,60000,RENT,0,DEBTCONSOLIDATION,6600,0.11,2,N,0
7415,25,53000,MORTGAGE,9,VENTURE,10800,0.2,2,N,0
7416,22,60000,RENT,4,PERSONAL,6600,0.11,2,N,0
7417,26,53000,MORTGAGE,3,HOMEIMPROVEMENT,2800,0.05,4,N,0
7418,22,64000,RENT,5,MEDICAL,6600,0.1,3,N,0
7419,26,53000,MORTGAGE,10,VENTURE,12000,0.23,4,N,0
7420,22,53000,MORTGAGE,0,DEBTCONSOLIDATION,5025,0.09,3,N,0
7421,23,70000,RENT,3,VENTURE,6600,0.09,3,Y,0
7422,26,53000,OWN,3,VENTURE,6000,0.11,2,N,0
7423,25,97000,RENT,0,VENTURE,6600,0.07,2,N,0
7424,25,101877,RENT,9,VENTURE,6600,0.06,2,N,0
7425,25,53000,MORTGAGE,9,VENTURE,12375,0.23,3,Y,0
7426,24,53000,MORTGAGE,4,VENTURE,15000,0.28,2,N,0
7427,22,53000,MORTGAGE,6,VENTURE,7350,0.14,4,Y,0
7428,25,13200,RENT,0,DEBTCONSOLIDATION,6625,0.5,3,N,1
7429,23,16800,RENT,7,EDUCATION,6625,0.39,3,N,1
7430,21,28000,RENT,2,DEBTCONSOLIDATION,6625,0.24,2,N,1
7431,22,47000,MORTGAGE,6,MEDICAL,24000,0.51,4,N,1
7432,26,28000,RENT,8,EDUCATION,6625,0.24,2,N,0
7433,24,53000,MORTGAGE,8,VENTURE,6850,0.13,2,N,0
7434,22,53000,MORTGAGE,6,PERSONAL,5000,0.09,3,N,0
7435,24,50000,RENT,3,MEDICAL,6625,0.13,2,N,0
7436,24,53000,MORTGAGE,8,HOMEIMPROVEMENT,10000,0.19,4,N,0
7437,24,57100,RENT,3,VENTURE,6625,0.12,4,Y,0
7438,25,34000,RENT,0,VENTURE,6650,0.2,3,N,0
7439,24,56000,RENT,2,VENTURE,6650,0.12,2,N,0
7440,21,53000,MORTGAGE,5,VENTURE,18000,0.34,3,Y,0
7441,22,72321,RENT,6,PERSONAL,6650,0.09,4,N,0
7442,22,12000,RENT,0,EDUCATION,6700,0.56,4,N,1
7443,21,21600,RENT,0,DEBTCONSOLIDATION,6700,0.31,4,N,1
7444,23,24996,RENT,0,EDUCATION,6700,0.27,3,Y,0
7445,22,53000,MORTGAGE,4,VENTURE,6600,0.12,4,Y,0
7446,26,53000,MORTGAGE,1,DEBTCONSOLIDATION,8000,0.15,2,N,0
7447,22,27600,RENT,0,VENTURE,6700,0.24,3,N,1
7448,22,36050,RENT,2,PERSONAL,6700,0.19,4,Y,1
7449,22,53000,MORTGAGE,6,VENTURE,8000,0.15,4,N,0
7450,22,48000,RENT,3,DEBTCONSOLIDATION,6700,0.14,3,N,0
7451,22,72204,RENT,2,PERSONAL,6700,0.09,3,N,0
7452,26,53000,MORTGAGE,9,DEBTCONSOLIDATION,8000,0.15,2,N,0
7453,23,85000,RENT,5,MEDICAL,6700,0.08,2,Y,0
7454,23,47000,MORTGAGE,7,MEDICAL,16000,0.34,3,Y,1
7455,22,53000,MORTGAGE,6,DEBTCONSOLIDATION,7750,0.15,4,N,0
7456,21,53000,OWN,5,PERSONAL,14400,0.27,3,N,0
7457,22,53000,MORTGAGE,4,PERSONAL,8000,0.15,4,Y,0
7458,23,70000,RENT,8,DEBTCONSOLIDATION,6725,0.1,2,N,0
7459,26,41000,RENT,4,EDUCATION,6750,0.16,3,N,0
7460,25,42000,RENT,2,MEDICAL,6750,0.16,2,N,1
7461,25,75000,RENT,9,VENTURE,6775,0.09,4,N,0
7462,26,53000,OWN,8,PERSONAL,16000,0.3,2,N,0
7463,24,53000,OWN,3,HOMEIMPROVEMENT,9800,0.18,4,N,0
7464,23,27600,RENT,6,EDUCATION,6800,0.25,3,N,0
7465,22,53000,OWN,7,VENTURE,2250,0.04,3,N,0
7466,22,27800,RENT,3,MEDICAL,6800,0.24,3,N,0
7467,24,53000,OWN,8,MEDICAL,3350,0.06,2,N,0
7468,25,28800,RENT,8,EDUCATION,6800,0.24,3,N,0
7469,22,29120,RENT,1,VENTURE,6800,0.23,2,N,0
